title,content,augmented_title,augmented_content
Vodafone put me in a financial hardship…,Vodafone put me in a financial hardship due to being made redundant from work and I asked Vodafone to help with a repayment plan to which they didn’t also I am putting in a claim due to irresponsible lending also this corrupt company sells your debt to smaller companies for a small price and they claim for the full amount to which my credit file would show they shouldn’t have borrowed to me. So I am putting in a claim due to irresponsibly lending and I will be claiming for full cost due to these putting me in financial hardship. When I asked Vodafone for payment plan I only had 3 months left on my agreement which would be around £300 and now they have sold it to debt agency it is now at £1000. This has played a big part on my mental health and I will be pursuing this like you have me with debt agencies and not looking at my credit Vodafone.,['Vodafone put me in a financial hardship …'],['vodafone took me in a personal hardship due to being made redundant from work and i asked vodafone to help with a repayment plan to which they didn ’ t also i am putting in a claim thanks to irresponsible lending also this corrupt bank sells your debt to smaller companies for a small price and they claim for the full amount to keep my credit file would show they shouldn ’ t have borrowed to me. so i am putting in a claims due to irresponsibly lending and i will be claiming for full cost due to these putting me in personal hardship. when i asked vodafone for payment plan i only had 3 months left on my agreement which would be around £300 and now they have sold it to debt agency it is now at £1000. this has played a tremendous part on my mental health and i will be pursuing this like you supplying me with crisis agencies and not looking at my credit vodafone.']
Just wanted to leave a review on here…,"Just wanted to leave a review on here after my exceptional experience today at Vodafone in Horsham today. The colleagues were all very accommodating and my experience with James in particular was very good. I came in to set up a new account with James as I had previously been with O2 and was very unhappy with their service, but was pleasantly surprised with how helpful James and the team was with helping me set up my new contract. Would definitely recommend Vodafone after the experience and I am very happy with the deal we agreed on it has all the things I need and for a good price and my services is already better.",['Just wanted to leave a review on hither …'],"['just wanted to hold a review on here after my exceptional experience today at vodafone in horsham today. the colleagues turned all very accommodating and my experience with james in progress was very welcome. i came in or set up a new account with james as i had previously been with o2 and was very unhappy with their service, but was pleasantly surprised from how happy james and the team was with helping me set up my new contract. would definitely recommend vodafone buying the experience and i am very happy with the deal we agreed on it has all the things i need and for a good price and my services is really fulfilling.']"
What can I say,"What can I say, the reason I have stayed loyal to Vodafone for all these years is my local store manager Liam (stockton on tees) who always goes above and beyond to help me even with menial tasks like helping me with phone storage or logging back into my Vodafone app and always does so with a smile on hes face. Today was one of those days my phone screen decided to go off for no apparent reason, so I went down to the store and unfortunately for Liam I was a bit of a mess as I was panicking as I'm on the transplant list and need to have an open phone line for that very important phone call coming through. Liam knows my story and has always asked how I am and is always tentative with all customers I see, this is a massive positive I see in customer relations it just makes you feel valued. Well today Liam calmed me down gave me some tissue and sorted me out very quickly with a phone so I could get that very important phone line back active. It may seem like a little thing but that was the whole world to me as I wait for that life changing phone call.  I think Liam is an asset to Vodafone, keep up the good work pal 👏",['What can I enounce'],"[""what can i say, the reason i have stayed loyal to vodafone for years these years is my local store manager liam ( stockton on saturdays ) who always goes above and beyond to help me even with menial commitments like helping me with phone connections or logging back into my vodafone app and normally does so with a smile on hes face. today was one of those days my phone screen decided to go off for no apparent reason, so i went down to the store and unfortunately for liam i was a bit of a mess as i was panicking as i'm on the transplant list and need to have an open phone line for that very important phone call coming through. liam knows my story and has always asked how i am and is always tentative with all customers i see, this is a massive positive i see in customer relations it just makes you feel valued. well today liam calmed me down gave me solid tissue and sorted me out very quickly with a phone so i could get that very important phone line back active. it may seem unfair a little thing but that was the whole world to me as i wait for the life changing phone call. i think liam is an asset for vodafone, keep up the good work pal nicely""]"
Quick service for account query,Morgan & Tyler were really helpful. They didn't have the phone in stock I wanted but they were able to order it to another store nearby. They also helped add another number to my account. The whole process was made quick and simple.,['Quick servicing for account query'],"[""morgan & tyler were really helpful. they didn't have the phone in stock i wanted but they were able to order it to another store anywhere. they also helped add another number to my mobile. my whole process was extremely quick relatively simple.""]"
Dave is GREAT!!!,"I was served by Dave who was extremely helpful and friendly. He saved me money and made me laugh.  By the far the single best customer experience I have had with Vodafone in the ten years or so I have been their customer.  To put it quite simply, Dave is a righteous dude.",['Dave is GREAT! !!'],"['i was served by dave who was genuinely helpful and friendly. he saved me money who overheard me laugh. by the far the single best twitter relationship i have had from vodafone in the ten years or earlier i have been their customer. to put it quite simply, dave is a righteous dude.']"
Adam just a great helpful manager!,Adam just a great helpful manager!We have seen him many times and oAlways have had a great amazing deals!Well done mate!👍😃,['Adam merely a great helpful manager!'],['been just a great helpful manager! we have seen that many times and oalways have had a great amazing deals! well done mate! 3']
I want to rates for Deena she is very…,I want to rates for Deena she is very good communicator she also provide a good service for us..Thank you so much Deena..,['I want to rate for Deena she is very …'],['i want to rates for deena this is very good communicator should also provide a good service for everybody.. thank him so much deena..']
Excellent service,Excellent and kind service from Jasdeep. Thank you!,['First class service'],['excellent and satisfactory words from jasdeep. thank you!']
Oh My.,"Oh My.I can't BELIEVE some of the negative reviews I have just read for Portsmouth's Commercial Road branch.I got my new phone there a couple of months ago. I paid the £30 extra set up charge and it was the best 30 I have ever spent.Ashley worked on my new phone for about 2hrs. He set this Samsung up to be almost identical in terms of using it, to my old Motorola.Priceless......, to a very old plasterer like me.That man's knowledge of, I presume every single phone in this shop, is beyond me.I have had to call in again twice for help/advice and Blake, George and the very lovely and helpful young lady at the front of shop this Saturday; the 17th of August, have all also gone way beyond themselves to help.I can not thank you all enough.Best Wishes to All.Andrew.",['Ohio My.'],"[""oh my. i can't believe some of the negative letters i have just read for portsmouth's hampton road branch. i got my new phone there a couple of months ago. i paid the £30 extra set up charge but it was the best 30 i have ever spent. ashley worked on my new phone for about 2hrs. he set this samsung up to be almost worthless in terms whilst using it, to my old motorola. priceless......, to a very old plasterer like me. that man's knowledge of, i presume every single phone in this shop, is beyond me. i have had to call in again twice for help / advice and blake, george and the very lovely very helpful young lady at the front of shop this saturday ; the 17th of april, have all also gone way beyond themselves to help. i can not thank everyone highly enough. best wishes take all. andrew.""]"
WAS greeted by store manager ANISA WHO…,WAS greeted by store manager ANISA WHO WAS VERY HELPFULL AND PROFESSIONAL WITH THE SEVICE I REQURED.,['WAS greeted by store managing director ANISA WHO …'],['was succeeded by store manager anisa who was coa helpfull and professional with the sevice pottery requred.']
Joel was Great customer service very…,"Joel was Great customer service very helpful, talked me through my whole plan on my new phone and nothing was too much trouble",['Joel was Great customer service real …'],"['ryan was great wire service very helpful, talked everything through my whole plan on my new phone and nothing was too much trouble']"
Mikey got us the best deal,Mikey got us the best deal! Fantastic staff member!,['Mikey got us the best deal'],['mikey got us the best deal! my staff team!']
Georgia was a pleasure to be assistance…,"Georgia was a pleasure to be assistance with different phone packages and discussed in detail what the various options and competitive prices for upgrades. She was very friendly & immensely patient enough to answer any all customer questions. If you pop into Vodafone, I would definitely recommend her as a Vodafone consultant.",['Georgia was a pleasance to be assistance …'],"['georgia was a pleasure to be assistance with different phone packages and discussed and detail what the various options to service prices are upgrades. she was very friendly & immensely patient enough to answer any all customer questions. if you pop into vodafone, i would definitely prefer someone hired a vodafone consultant.']"
Great service,"Taylor was super friendly, super helpful and fixed the problem very quickly",['Great service'],"['taylor was super friendly, super helpful not solving the problem very quickly']"
Extremely helpful workers Kady and…,Extremely helpful workers Kady and Sayfur. Said he would beat a deal elsewhere and definitely beat it.,['Extremely helpful workers Kady and …'],['occasional helpful workers kady and sayfur. eventually they would beat a deal elsewhere and definitely beat it.']
Excellent service,"Excellent service, Bethany was wonderful and so helpful !!",['Splendid service'],"['excellent service, bethany was wonderful she so blessed!!']"
Amazing experience with Adam,Amazing experience with Adam,['Awing experience with Adam'],['amazing experience through adam']
Side was extremely helpful with me as I…,Side was extremely helpful with me as I have numerous off difficulties understanding and fixed me credit kn my other account I managed to get the phone I wanted with him,['Side was extremely helpful with maine as I …'],['side was extremely helpful with me as i have passed bank balance understanding and fixed me credit kn my other account i managed to find the phone i wanted with him']
Friendly,"Friendly, knowledgeable staff",['Friendly'],"['friendly, uniformed staff']"
Broadband & phones contract at a reasonable price,I renewed my Broadband and mobile phones contract for a good price that I am happy with.  Taken through the process by Jack who was very knowledgeable and professional with a very pleasant manner.,['Broadband & phones contract at a sane price'],['i sell my broadband and mobile phones subscription for a low price that i am happy with. taken through the process of jack who was very knowledgeable and professional with a very pleasant manner.']
John the manager was very knowledgeable…,"John the manager was very knowledgeable & helpful. I can’t thank him enough for sorting out my phone (eSIM issues). I also upgraded my SIM to an amazing offer (free euro roaming, unlimited picture messages & 20% discount) during the visit and came out a very happy customer 😀",['John the manager constitute very knowledgeable …'],"['administrator and manager was very knowledgeable & helpful. i can ’ t thank him enough for sorting out my phone ( esim issues ). i also upgraded my sim to an amazing rate ( free euro roaming, unlimited picture messages & 20 % discount ) during the visit often introduced by a very curious customer [UNK]']"
Open and honest communication,Open and honest communication. Very interactive and friendly encounter.,['Open and true communication'],['open grassroots honest communication. encourages interactive and friendly encounter.']
Simon from Lancaster was a great help…,Simon from Lancaster was a great help today!,['Simon from Lancaster was a great help …'],['simon from lancaster was a good help today!']
Great,Found a cheaper deal for me. Patient with my questions!,['Great'],['found a cheaper deal for insurance. patient answers my questions!']
Still have major issues with a…,"Still have major issues with a consistent signal. I would not recommend at all, especially if you use for business and have extended phone calls. Very disappointed at my choice.",['Still have major issues with a …'],"['still have some issues with delivering consistent signal. i would not recommend at all, especially if people use for business and have busy phone calls. very disappointed at my choice.']"
Phone upgrade,"My husband and I visited the Cannock shop today, and Ethan helped me with a new sim deal and my husband with a new phone and sim deal. Both members of staff were working very hard after their systems had been down. Ethan was very helpful and explained to us in detail. He also rang us at home to let us know that the systems were back up and running. Usually do ring but definitely would go back after great service from Ethan.",['Phone rise'],"['my husband and i visited the cannock shop today, and ethan helped rita with a new sim deal and my husband with a new phone switching sim deal. some members of staff were working very vigorously after their systems had been installed. ethan was very helpful and explained to tony in detail. he also rang us outside home to help us know that the systems were starting up and running. usually do ring but definitely would go back after great service from ethan.']"
Always a wonderful service at the…,"Always a wonderful service at the Ballymena store, had an issue with my phone today and all the team at the store were so helpful, particularly Ben and Kinga. I've been with Vodafone for years and will remain due to their great customer service.",['Always a tremendous service at the …'],"[""always been wonderful waiter at the ballymena buffet, had an issue with my phone today and all creative team at the counter were so helpful, particularly ben and kinga. i've been with vodafone for years i will remain due to their great customer service.""]"
Very friendly staff,"Very friendly staff. Sorted any issues or questions I had, and got a brilliant deal as well. Would highly recommend.",['Very well disposed staff'],"['very friendly staff. sorted any issues or questions she had, and got any brilliant deal as well. would highly appreciated.']"
Nisarg (Kilburn High Road Branch),"Nisarg (Kilburn High Road Branch) Helped me twice already this month.From activating one sim for my Mum and requesting a new sim for my husband (phone was stolen last night)He was very helpful, friendly and professional.Happy to help us always.",['Nisarg (Kilburn High Road Ramification )'],"['nisarg ( kilburn high road branch ) helped me twice already that month. from delivering one sim for my telephone and requesting a new mobile for my husband ( phone was stolen last night ) he was very helpful, friendly and caring. happy to leave us always.']"
Very knowledgeable and not pushy sales…,Very knowledgeable and not pushy salesperson Jamie A was friendly and understanding of the kids being here in a long appointment,['Rattling knowledgeable and not pushy sales …'],['very knowledgeable and not pushy salesperson jamie a was friendly and understanding of shop kids being instructed in a priority appointment']
Kate,Kate has a done a wonderful job. She makes the process really easy. She answered our every question and clear our all concerns. Much appreciated.,['Kate'],['teresa has a done a wonderful job. she teaches personal process really easy. she answered our every question and clear our all concerns. much appreciated.']
Imogen was fab thanks!,"Date of experience: August 17, 2024",['Imogen was fabulous thanks!'],"['date to experience : august 17, 2024']"
Saw Jacob this afternoon he was very…,Saw Jacob this afternoon he was very helpful and taught me a lot about my phone that I didn't know I would recommend coming to see this chap he knows his stuff!,['Saw Francois jacob this afternoon he was very …'],"[""saw jacob this afternoon he was very upset and taught me a lot about that phone that i didn't know i sincerely recommend coming to see this chap he carries his stuff!""]"
Tom tha assistant manager was good…,Tom tha assistant manager was good looking and professional!! I will go back again,['Tom tha assistant manager was upright …'],['tom tha assistant... was impressive looking and professional!! i will go back again']
Ryan helped set me up a new broadband…,Ryan helped set me up a new broadband deal for my upcoming move. Great service and forever greatful,['Ryan helped do me up a new broadband …'],['ryan helped set me up a new broadband deal for any permanent move. great service and forever greatful']
Excellent service from Ben,Excellent service from Ben - highly recommend.Less2Build It,['Excellent service from Ben'],['morning service from ben - highly recommend. watch it']
Nathan was brilliant,"The guy that served me, Nathan, was very attentive and he helped me get my new ohone running smoothly.",['Nathan be brilliant'],"['the guy that directed me, nathan, was very attentive and he helped sam get its new ohone running smoothly.']"
Upgrade easy and straightforward,"Upgrade easy and straightforward. Been a pleasure Fabian, thank you",['Upgrade light and straightforward'],"['upgrade simple and straightforward. now a pleasure fabian, thank you']"
Really nice perfsional group of young…,"Really nice perfsional group of young people who know there stuff, hats off to chloe for running a round and getting things sorted.",['Really nice perfsional group of young …'],"['really nice perfsional group of stupid people who pass there stuff, hats off to chloe for running a round and getting it sorted.']"
Lee was fantastic!,"Lee was fantastic!He spoke me through all of the available options including an upgrade from the phone I was considering which was much better suited to my needs - and I ended up choosing! Fab upselling ;) Lee was clear on all aspects of the contract and the process of me moving from my current provider, he also recommended how best to manage the movement of my phone number and provided comfort when I was hesitant.He had a trainee employee with him Evie, who he explained every step to and answered all of her questions - you can see he’s a real team player and encourages new employees!Huge asset to the Vodafone brand and business - thank you so much for all of your help today! After 5 years with Three I feel super confident with the move!",['Lee was tremendous!'],"['lee was fantastic! he spoke me through all of the available options including an upgrade from the phone i was considering which was much better suited to my needs - and that ended up improving! fab upselling ; ) lee was clear on all aspects concerning the contract and the process of me moving towards my current provider, he also recommended how best could manage the movement of my phone number and provided comfort when i was hesitant. he had a trainee employee with him evie, who he explained every step to and answered all of her questions - evie can see he ’ s a real team player and encourages new employees! huge asset to the digital brand and business - thank you so much getting all of his help today! after 5 years with three i feel super confident with our move!']"
Emily was very attentive today with…,Emily was very attentive today with upgrading my phone,['Emily was very attentive today with …'],['emily seems very attentive today with upgrading my class']
Will helped me and he was very helpful…,Will helped me and he was very helpful and explained my options really well.,['Volition helped me and he was very helpful …'],['will helped luke and he was very helpful and explained my options mighty well.']
Great Customer Service by Darrakshan,"The staff member named Darrakshan was very cooperative. I didn’t know much about the vodafone, I just heard it that their coverage is good, Darrakshan guided me about all the necessary stuff relevant to my needs and i was able to grab one sim only deal of vodafone at the spot. Hope vodafone will work same as they claim about they are the best coverage provider in uk right now",['Great Customer Service by Darrakshan'],"['the team member named darrakshan was very cooperative. i didn ’ hardly know anybody about the vodafone, i just heard me that their coverage is good, darrakshan guided me about all the necessary stuff relevant to my needs and i feel able to grab one sim only deal in vodafone at the spot. hope businesses will work fast as they claim about they are my best coverage provider in uk right now']"
Ethan was a great help,Ethan was a great help in choosing our package. Sorted what we needed and didn’t need. Saving us money on things we didn’t actually use on our account. Kind and helpful to us folk who arnt really computer literate.,['Ethan was a great assistant'],['ethan was offering great help in finding our package. sorted what we needed and didn ’ t need. lent us money on things we didn ’ t actually use on our bills. kind and helpful to us folk who arnt or computer literate.']
Lauren made my experience very positive…,"Lauren made my experience very positive today. What a credit to your Company she is. In and out of the shop within half an hour, with the new contract and phone.  Amazing!",['Lauren make my experience very positive …'],"['lauren made my experience very positive today. what a credit to your company she is. in and out left the shop within over an hour, with the new contract and instructions. hello!']"
Ashwin was brilliant and sorted our…,Ashwin was brilliant and sorted our problem straight away. Very friendly staff and great atmosphere. Thank you!,['Ashwin was brilliant and sorted our …'],['ashwin was brilliant and sorted our problem straight away. excellent handy staff and great atmosphere. thank god!']
Evie is brill!,Evie is new and in training but was so helpful and knew a lot about the product in question! She is an asset to the Vodafone Bracknell team! Well done Evie!,['Evie embody brill!'],['evie is new and in training but seems so helpful and knew a bit about the product in depth! she is an asset to london vodafone bracknell team! well done evie!']
Jason helped me with my loan and was…,Jason helped me with my loan and was polite and helpful,['Jason helped me with my loan and be …'],['jason helped me with my loan i was supportive and helpful']
Great service and help.,Great service and help.,['Great service and help.'],['great service and charm.']
Michael helped me check my contact today,Michael helped me check my contact today,['Michael assist me check my contact today'],['he helped me check my contact today']
Michael me get my phone running…,Michael me get my phone running properly again,['Michael me get my phone running …'],['michael me get my phone pressed properly again']
Found James most helpful and direct in…,Found James most helpful and direct in replacing my sim when I had an issue not being able to hear people on my phone. I was in and out within 10 minutes with my phone fully working.,['Rule James most helpful and direct in …'],['he james most direct and direct in answering my sim when i had an issue not being able to hear people calling my phone. i was in and out within 10 minutes with my phone fully working.']
Paddy has been amazing,"Paddy has been amazing, his determination, tenacity and technical mind, fixed my watch. An amazing chap. Thank you",['Mick has been amazing'],"['paddy has been prepared, his determination, tenacity and technical mind, fixed careful watch. an amazing feat. thank you']"
Fantastic professional support from…,Fantastic professional support from Matt at your Aberystwyth branch in moving from EE. Got me exactly the right deal at a very competitive price. Everything went through without a hitch. Brilliant.,['Terrific professional support from …'],['fantastic professional support from matt at your aberystwyth branch in bangor south ee. got me exactly the right deal at a very competitive price. nick went through without a pause. brilliant.']
Extremely helpful,Hakim was extremely knowledgeable and a real help getting me set up with my new phone.,['Highly helpful'],['hakim was extremely knowledgeable until a real help getting me set up with their new phone.']
The service provided by Lewis Hastings…,The service provided by Lewis Hastings branch was exemplary. I went into branch for upgrades and Lewis was informative helpful and professional. I always prefer dealing face to face and have always used Hastings branch. Staff there are always very welcoming and knowledgeable.,['The service provided by Sinclair lewis Hastings …'],['the service provided by lewis hastings branch seems exemplary. i went into branch for me and lewis roberts informative helpful and professional. i significantly prefer dealing case to face and have always used hastings branch. staff there are always very welcoming and knowledgeable.']
Fantastic service from both Nicki & team,Fantastic service from both Nicki and Adam to find the right deals (for 3 phones) for us.This was a return visit having received a great service 2 years ago from Nicki when we first took out our contracts. Many thanksAndrew,['Fantastic service from both Nicki & team'],['little service from both nicki helping adam to find the new deals ( for 3 phones ) for us. this was a return visit that received a great service 2 years ago from nicki when we first read out our contracts. many thanksandrew']
Had a lovely experience with Leon today…,"Had a lovely experience with Leon today in Keighley,  sorted out mine and my wife's issues promptly",['Had a lovely experience with Leon today …'],"[""had a lovely experience with leon today in nashville, weighing out mine and my wife'y issues promptly""]"
Always have a great visit to this shop,Always have a great visit to this shop. Staff are friendly and nothing is too much trouble. Gary got me a brilliant deal today so thank you.,['Always have a great visit to this shop'],['always have a great visit toward every shop. animals are friendly and nothing is too much trouble. gary got me a brilliant deal today so thank you.']
Good easy help,Good easy help. Questions were answered well and thoroughly,['Good easy help'],['good easy help. questions are answered well and thoroughly']
Erik was very helpful in sorting my new…,Erik was very helpful in sorting my new phone  out and provided me with a lot of useful information.,['Erik was very helpful in sorting my unexampled …'],['erik was very helpful in sorting my ringing phone out and provided me with a lot better useful information.']
The store manager (Jake) couldn’t be…,The store manager (Jake) couldn’t be more helpful. He was friendly and made me very comfortable as I have anxiety. He explained everything I needed to know. No question wasn’t answered. I came out of the store a happy customer x,['The store manager (Jake) couldn ’ t represent …'],['the store manager ( jake ) couldn ’ t be more helpful. he was friendly who made me very comfortable as i have anxiety. he explained everything we needed to understand. no question wasn ’ worth asking. i came out of the store a beautiful customer x']
"Goodbye Google Pro, hello Samsung!","Great deal, exceptional service, much better mobile. Thank you to Kady for your help","['Goodbye Google Pro, hello Samsung!']","['great deal, exceptional style, much better practice. thank you to kady for your help']"
16yr old son broke phone,"16yr old son broke phone, came down to the store & Mark & his team looked after us so well & found us amazing deals sorted the phone issue & our home broadband etc!! We’ve always found them very help in the Hastings store & really supportive!!",['16yr old son break phone'],"['16yr old son broke phone, came down to the store & mike & janet team looked after us fairly well & found us amazing deals sorted out rent issue & our home broadband etc!! we ’ ve always found them very help in the hastings store & us supportive!!']"
Good deal In the store,"Date of experience: August 16, 2024",['Good deal In the store'],"['date of experience : august 24, 2024']"
Great service,Great service,['Great robert william service'],['postal service']
Just joined Vodafone,"Just joined Vodafone, Steph was amazing. Very friendly and professional, would recommend.",['Just joined Vodafone'],"['just joined vodafone, steph was amazing. fairly friendly my professional, would recommend.']"
Grand times,"Prices are low and the staff was nice, Jevon was very helpful",['Chiliad times'],"['fees are low and its staff was nice, jevon was very helpful']"
Just replaced a phone at the Vodafone…,"Just replaced a phone at the Vodafone store in Exeter, fantastic service from Scott and his attentive manager Sam.Highly recommended ⭐️⭐️⭐️⭐️⭐️",['Just replaced a telephone set at the Vodafone …'],"['just replaced a phone in the vodafone store in exeter, allowing service from scott to his attentive manager sam. highly recommended [UNK]']"
I visited vodofone Stratford outlet.,I visited vodofone Stratford outlet.. The customer service assistant  - Ruchi. She made excellent customer servixe. She explained very well about my all quarries.. Thank you.,['I chaffer vodofone Stratford outlet.'],['i visited a stratford outlet.. the customer service assistant - ruchi. she made excellent customer servixe. she explained very well under this online quarries.. thank you.']
Very happy with the service setting up…,Very happy with the service setting up new phone and help claim the headphones from samsung,['Very happy with the service setting up …'],['very happy with the service setting up new phone and also claim 500 headphones from samsung']
Change of plan,"Very easy, honest, helpful young man made it so easy and explained everything. Great service",['Change of plan'],"['very easy, charming, helpful young man made it so easy and explained everything. great luck']"
Really hard time before I in store,Really hard time before I in store. They helped me get the best deal and find plan for me,['Really severe time before I in store'],['really hard time until i lost store. they helped me get the best deal and find plan for me']
Great service and personalised deal…,Great service and personalised deal from Emily,['Great service and personalised deal …'],['great service required personalised deal from emily']
Stay away from Vodafone and read my review as to why.,"Firstly I stupidly updated a contract with Vodafone after calling to get my code to transfer my numbers. Everything was great with the upgrade of the phone’s. Then it all started to go in a spiral downward direction. So I had the latest iPhone and realised my watch was 5 generations behind so I went online to upgrade and collect at a local store. Easy hey? No! After chasing my order as the updates weren’t happening I was told my watch would be ready to collect after 4pm. I went along just after 5pm to be greeted by a very helpful assistant who was training. He went to get his colleague from out back to assist me and came back and said he wouldn’t be long as he was using the toilet. No problem we all need natural breaks. After about 10 minutes a lady came in and said she wanted to take out a new contract, the same assistant said just a moment I’ll go and get my colleague as he did with me. He went out back and his colleague appeared came to me asked me if I had the correct ID and I replied yes I did. He walked out to the back room and when he came back said It’s just arrived and to come back in 30 minutes as it needs to update on the system. I explained I had a doctors appointment to attend and wouldn’t be able to make it back before the store closed and then was told to come back tomorrow I explained I was going away the next day for two weeks and he just shrugged his shoulders and said well it will only be held for a week so the order will be cancelled. I’ve never heard such rubbish and receive such bad customer service. He wanted the new contract rather than just hand a product over that he probably wouldn’t get commission for. After quite a few phone calls I was assured the order would be cancelled. The following day I went into a store in Cwmbran in Wales and had great service and got a watch. Then a week later my partner wanted a watch so I went online to order one and signed contract etc and had confirmation that it would be delivered on Friday. Received no more information so again went online to chat to them to be told that it had been rejected but never bothered to tell me. After a long telephone call I was told it had been cancelled as they had no stock of the watch. Couldn’t give me a reason as to why I was not notified. Trying to speak to anyone with this company is very difficult as it just keeps sending links to their website. To make this worse the watch for my partner was a 25th anniversary gift and I had to get up this morning and try to explain this. Yes it sounds like a made up story as an excuse but fortunately they know what the customer service with Vodafone is like and fortunately believed me. I’m still trying for the watch but guess what customer service can’t source one or check the system for a shop that has any in stock. I wish I experienced this before my 14 day opt out of contact but sadly I’m stuck with them for  3 years. I could type more but I hope you get the idea what awful service I received.",['Stay away from Vodafone and register my review as to why.'],"['firstly i stupidly updated a contract with vodafone after calling to get my code to transfer my numbers. everything was great with the upgrade of the phone ’ s. then it all started to go in a spiral downward trend. so i contacted the latest iphone and realised my watch was 5 generations behind so i went online to upgrade and collect at a local store. easy feedback? no! after chasing my order where the updates weren ’ t happening i was told my watch would be ready to collect after 4pm. i went along just after 5pm to be greeted by a very helpful assistant who was training. he went to get his colleague from out ahead to assist me and came back and said he wouldn ’ t be long as he was using the toilet. no problem we all need natural breaks. after about 10 minutes a lady came in and said she wanted to take out a new contract, the same assistant said just a moment i ’ ll go and get my colleague as he did with me. he went out back and his colleague appeared came to me asked me if i had the correct id and i replied yes i did. he walked out to the back room and when he came back said it ’ s just arrived and to come back in 30 minutes as it needs to update on the system. i explained i had a doctors appointment to attend and wouldn ’ t be able to make it back before the store closed and then was expecting to come back tomorrow i explained i was going away the next day for two weeks and he just shrugged his shoulders and said well it will only be held for a week so the order will be cancelled. i ’ ve never heard such rubbish and receive such bad customer service. he wanted the new contract rather than just hand a product over that he probably wouldn ’ t get commission for. after quite a few phone calls i was assured the order would be cancelled. the following day i went into a store in cwmbran in wales and had great service and got a watch. then a week later my partner wanted a watch so i went online to order one and signed contract etc and had confirmation that it would be delivered on friday. received no more information so again was online to chat to them to someone told otherwise it had been rejected but never bothered to tell me. after a long telephone call i was told it had been cancelled as they had no stock using the watch. couldn ’ t give me a reason as to why i was not notified. trying to speak to anyone with this company is very difficult as it just keeps sending links to their website. to make this worse the watch for my partner was a 25th anniversary gift and i had to get up this morning and try to explain this. yes it sounds like a made up story as an excuse but fortunately they know what the customer service with vodafone is like and fortunately believed me. i ’ m still trying for the watch but guess what customer service can ’ t source one or check the system for a shop that has any in stock. i wish i experienced this before my 14 day opt out of contact but sadly i ’ m stuck with them for 3 years. i could type more but i hope you get the idea what awful service i received.']"
Dan was excellent,Dan was excellent. Very clear information and very efficient.,['Dan was splendid'],['dan was helpful. very clear cut and very efficient.']
"I came for click and collect,Ata was…","I came for click and collect,Ata was very kind he helped me with everything I asked him for. thank you","['I came for click and collect, Ata was …']","['peter came for click and collect, ata was very kind he helped me with whatever i asked him for. thank goodness']"
Better service than the last time I…,Better service than the last time I came in,['Bettor service than the last time I …'],['better service than the prior time i came in']
Kiane is the man,"Kiane was quick and efficient with getting my order placed, top man for the job",['Kiane is the valet de chambre'],"['kiane was quick and committed with getting my order back, top man for the job']"
Visited Vodafone Livingston last week…,"Visited Vodafone Livingston last week to update a couple of camera SIM cards, Shawn was brilliant at looking at what I needed and helped save me money on several other accounts I have with Vodafone.Cheers",['Inspect Vodafone Livingston last week …'],"['when vodafone livingston last week to update our couple of camera sim cards, shawn was brilliant at looking at answers i needed and helped save me money on several online accounts i have run vodafone. cheers']"
Well looked after with no problems.Guy…,Well looked after with no problems.Guy who served me was great..James,['Well looked after with no problems. Hombre …'],['personally looked after with no problems. guy who served me was great.. net']
Great customer service from Saf who had…,Great customer service from Saf who had great knowledge and allowed us to set up a new account with ease.,['Great customer service from Saf who had …'],['great customer engagement from saf who had great knowledge and allowed us them set up a new account with everyone.']
Very disappointed with Vodafone at the…,Very disappointed with Vodafone at the moment. We have been without wifi for 3 days through no fault of our own when trying to transfer to Vodafone to provide our broadband. The most help we have had was from George in the Truro shop. He did everything he could to resolve the issue. Although we have been told this could take up to 9 days!,['Very disappointed with Vodafone at the …'],['very careful with vodafone at the moment. we have been requesting wifi for 3 days through no fault of our own when trying to transfer to vodafone to provide our broadband. the most help we have had was asking george in the gift shop. lloyd did think he could to tackle the issue. although we have been told this could take up to 3 days!']
Great experience,"I was served by will the other day when I came in store. He was friendly, helpful and attentive throughout my visit. He helped me with all questions and issues I had.",['Great experience'],"['i was served by will the other shaman so i came in store. he was friendly, thoughtful and attentive throughout my journey. he helped me with all questions and issues i had.']"
Switch to Vodafone went well,"Switched to Vodafone from current broadband provider and upgraded to full fibre 150. Very pleased with the switching and much improved broadband than I previously had. Openreach did the installation, which took some time but was fine.",['Switch to Vodafone went well'],"['switched to vodafone from subscription broadband provider pc upgraded using full fibre 150. very pleased with the switching and much improved broadband than pcs previously had. openreach did the installation, which took little time but was fine.']"
Tash was very helpful and patient when…,Tash was very helpful and patient when explaining our options to us for upgrade our plans,['Tash was really helpful and patient when …'],['tash was very helpful and supportive when explaining our intentions to us for upgrade our plans']
I have been with Vodafone for 30 years…,"I have been with Vodafone for 30 years but no more, recently moved to Hampshire and the signal is pathetic. I can’t run a business as it is,  tried 3 times to contact them to see if they are going to improve the service and got fobbed off every time. Realised they are only interested in London and big businesses not anyone in the country. Goodbye Vodafone hello 02",['I make been with Vodafone for 30 years …'],"['customers have been with vodafone over 30 years but no more, recently move to hampshire and the signal is pathetic. i can ’ t run a business as it goes, tried 3 times and contact them and see if they are going to improve the service and got fobbed off every time. realised guys were only interested in london and big businesses not anyone from the country. goodbye vodafone hello 02']"
