title,content
Open and honest communication,Open and honest communication. Very interactive and friendly encounter.
Simon from Lancaster was a great help…,Simon from Lancaster was a great help today!
Great,Found a cheaper deal for me. Patient with my questions!
Still have major issues with a…,"Still have major issues with a consistent signal. I would not recommend at all, especially if you use for business and have extended phone calls. Very disappointed at my choice."
Phone upgrade,"My husband and I visited the Cannock shop today, and Ethan helped me with a new sim deal and my husband with a new phone and sim deal. Both members of staff were working very hard after their systems had been down. Ethan was very helpful and explained to us in detail. He also rang us at home to let us know that the systems were back up and running. Usually do ring but definitely would go back after great service from Ethan."
Always a wonderful service at the…,"Always a wonderful service at the Ballymena store, had an issue with my phone today and all the team at the store were so helpful, particularly Ben and Kinga. I've been with Vodafone for years and will remain due to their great customer service."
Very friendly staff,"Very friendly staff. Sorted any issues or questions I had, and got a brilliant deal as well. Would highly recommend."
Nisarg (Kilburn High Road Branch),"Nisarg (Kilburn High Road Branch) Helped me twice already this month.From activating one sim for my Mum and requesting a new sim for my husband (phone was stolen last night)He was very helpful, friendly and professional.Happy to help us always."
Very knowledgeable and not pushy sales…,Very knowledgeable and not pushy salesperson Jamie A was friendly and understanding of the kids being here in a long appointment
Kate,Kate has a done a wonderful job. She makes the process really easy. She answered our every question and clear our all concerns. Much appreciated.
Imogen was fab thanks!,"Date of experience: August 17, 2024"
Saw Jacob this afternoon he was very…,Saw Jacob this afternoon he was very helpful and taught me a lot about my phone that I didn't know I would recommend coming to see this chap he knows his stuff!
Tom tha assistant manager was good…,Tom tha assistant manager was good looking and professional!! I will go back again
Ryan helped set me up a new broadband…,Ryan helped set me up a new broadband deal for my upcoming move. Great service and forever greatful
Excellent service from Ben,Excellent service from Ben - highly recommend.Less2Build It
Nathan was brilliant,"The guy that served me, Nathan, was very attentive and he helped me get my new ohone running smoothly."
Upgrade easy and straightforward,"Upgrade easy and straightforward. Been a pleasure Fabian, thank you"
Really nice perfsional group of young…,"Really nice perfsional group of young people who know there stuff, hats off to chloe for running a round and getting things sorted."
Lee was fantastic!,"Lee was fantastic!He spoke me through all of the available options including an upgrade from the phone I was considering which was much better suited to my needs - and I ended up choosing! Fab upselling ;) Lee was clear on all aspects of the contract and the process of me moving from my current provider, he also recommended how best to manage the movement of my phone number and provided comfort when I was hesitant.He had a trainee employee with him Evie, who he explained every step to and answered all of her questions - you can see he’s a real team player and encourages new employees!Huge asset to the Vodafone brand and business - thank you so much for all of your help today! After 5 years with Three I feel super confident with the move!"
Emily was very attentive today with…,Emily was very attentive today with upgrading my phone
Will helped me and he was very helpful…,Will helped me and he was very helpful and explained my options really well.
Great Customer Service by Darrakshan,"The staff member named Darrakshan was very cooperative. I didn’t know much about the vodafone, I just heard it that their coverage is good, Darrakshan guided me about all the necessary stuff relevant to my needs and i was able to grab one sim only deal of vodafone at the spot. Hope vodafone will work same as they claim about they are the best coverage provider in uk right now"
Ethan was a great help,Ethan was a great help in choosing our package. Sorted what we needed and didn’t need. Saving us money on things we didn’t actually use on our account. Kind and helpful to us folk who arnt really computer literate.
Lauren made my experience very positive…,"Lauren made my experience very positive today. What a credit to your Company she is. In and out of the shop within half an hour, with the new contract and phone.  Amazing!"
Ashwin was brilliant and sorted our…,Ashwin was brilliant and sorted our problem straight away. Very friendly staff and great atmosphere. Thank you!
Evie is brill!,Evie is new and in training but was so helpful and knew a lot about the product in question! She is an asset to the Vodafone Bracknell team! Well done Evie!
Jason helped me with my loan and was…,Jason helped me with my loan and was polite and helpful
Great service and help.,Great service and help.
Michael helped me check my contact today,Michael helped me check my contact today
Michael me get my phone running…,Michael me get my phone running properly again
Found James most helpful and direct in…,Found James most helpful and direct in replacing my sim when I had an issue not being able to hear people on my phone. I was in and out within 10 minutes with my phone fully working.
Paddy has been amazing,"Paddy has been amazing, his determination, tenacity and technical mind, fixed my watch. An amazing chap. Thank you"
Fantastic professional support from…,Fantastic professional support from Matt at your Aberystwyth branch in moving from EE. Got me exactly the right deal at a very competitive price. Everything went through without a hitch. Brilliant.
Extremely helpful,Hakim was extremely knowledgeable and a real help getting me set up with my new phone.
The service provided by Lewis Hastings…,The service provided by Lewis Hastings branch was exemplary. I went into branch for upgrades and Lewis was informative helpful and professional. I always prefer dealing face to face and have always used Hastings branch. Staff there are always very welcoming and knowledgeable.
Fantastic service from both Nicki & team,Fantastic service from both Nicki and Adam to find the right deals (for 3 phones) for us.This was a return visit having received a great service 2 years ago from Nicki when we first took out our contracts. Many thanksAndrew
Had a lovely experience with Leon today…,"Had a lovely experience with Leon today in Keighley,  sorted out mine and my wife's issues promptly"
Always have a great visit to this shop,Always have a great visit to this shop. Staff are friendly and nothing is too much trouble. Gary got me a brilliant deal today so thank you.
Good easy help,Good easy help. Questions were answered well and thoroughly
Erik was very helpful in sorting my new…,Erik was very helpful in sorting my new phone  out and provided me with a lot of useful information.
The store manager (Jake) couldn’t be…,The store manager (Jake) couldn’t be more helpful. He was friendly and made me very comfortable as I have anxiety. He explained everything I needed to know. No question wasn’t answered. I came out of the store a happy customer x
"Goodbye Google Pro, hello Samsung!","Great deal, exceptional service, much better mobile. Thank you to Kady for your help"
16yr old son broke phone,"16yr old son broke phone, came down to the store & Mark & his team looked after us so well & found us amazing deals sorted the phone issue & our home broadband etc!! We’ve always found them very help in the Hastings store & really supportive!!"
Good deal In the store,"Date of experience: August 16, 2024"
Great service,Great service
Just joined Vodafone,"Just joined Vodafone, Steph was amazing. Very friendly and professional, would recommend."
Grand times,"Prices are low and the staff was nice, Jevon was very helpful"
Just replaced a phone at the Vodafone…,"Just replaced a phone at the Vodafone store in Exeter, fantastic service from Scott and his attentive manager Sam.Highly recommended ⭐️⭐️⭐️⭐️⭐️"
I visited vodofone Stratford outlet.,I visited vodofone Stratford outlet.. The customer service assistant  - Ruchi. She made excellent customer servixe. She explained very well about my all quarries.. Thank you.
Very happy with the service setting up…,Very happy with the service setting up new phone and help claim the headphones from samsung
Change of plan,"Very easy, honest, helpful young man made it so easy and explained everything. Great service"
Really hard time before I in store,Really hard time before I in store. They helped me get the best deal and find plan for me
Great service and personalised deal…,Great service and personalised deal from Emily
Stay away from Vodafone and read my review as to why.,"Firstly I stupidly updated a contract with Vodafone after calling to get my code to transfer my numbers. Everything was great with the upgrade of the phone’s. Then it all started to go in a spiral downward direction. So I had the latest iPhone and realised my watch was 5 generations behind so I went online to upgrade and collect at a local store. Easy hey? No! After chasing my order as the updates weren’t happening I was told my watch would be ready to collect after 4pm. I went along just after 5pm to be greeted by a very helpful assistant who was training. He went to get his colleague from out back to assist me and came back and said he wouldn’t be long as he was using the toilet. No problem we all need natural breaks. After about 10 minutes a lady came in and said she wanted to take out a new contract, the same assistant said just a moment I’ll go and get my colleague as he did with me. He went out back and his colleague appeared came to me asked me if I had the correct ID and I replied yes I did. He walked out to the back room and when he came back said It’s just arrived and to come back in 30 minutes as it needs to update on the system. I explained I had a doctors appointment to attend and wouldn’t be able to make it back before the store closed and then was told to come back tomorrow I explained I was going away the next day for two weeks and he just shrugged his shoulders and said well it will only be held for a week so the order will be cancelled. I’ve never heard such rubbish and receive such bad customer service. He wanted the new contract rather than just hand a product over that he probably wouldn’t get commission for. After quite a few phone calls I was assured the order would be cancelled. The following day I went into a store in Cwmbran in Wales and had great service and got a watch. Then a week later my partner wanted a watch so I went online to order one and signed contract etc and had confirmation that it would be delivered on Friday. Received no more information so again went online to chat to them to be told that it had been rejected but never bothered to tell me. After a long telephone call I was told it had been cancelled as they had no stock of the watch. Couldn’t give me a reason as to why I was not notified. Trying to speak to anyone with this company is very difficult as it just keeps sending links to their website. To make this worse the watch for my partner was a 25th anniversary gift and I had to get up this morning and try to explain this. Yes it sounds like a made up story as an excuse but fortunately they know what the customer service with Vodafone is like and fortunately believed me. I’m still trying for the watch but guess what customer service can’t source one or check the system for a shop that has any in stock. I wish I experienced this before my 14 day opt out of contact but sadly I’m stuck with them for  3 years. I could type more but I hope you get the idea what awful service I received."
Dan was excellent,Dan was excellent. Very clear information and very efficient.
"I came for click and collect,Ata was…","I came for click and collect,Ata was very kind he helped me with everything I asked him for. thank you"
Better service than the last time I…,Better service than the last time I came in
Kiane is the man,"Kiane was quick and efficient with getting my order placed, top man for the job"
Visited Vodafone Livingston last week…,"Visited Vodafone Livingston last week to update a couple of camera SIM cards, Shawn was brilliant at looking at what I needed and helped save me money on several other accounts I have with Vodafone.Cheers"
Well looked after with no problems.Guy…,Well looked after with no problems.Guy who served me was great..James
Great customer service from Saf who had…,Great customer service from Saf who had great knowledge and allowed us to set up a new account with ease.
Very disappointed with Vodafone at the…,Very disappointed with Vodafone at the moment. We have been without wifi for 3 days through no fault of our own when trying to transfer to Vodafone to provide our broadband. The most help we have had was from George in the Truro shop. He did everything he could to resolve the issue. Although we have been told this could take up to 9 days!
Great experience,"I was served by will the other day when I came in store. He was friendly, helpful and attentive throughout my visit. He helped me with all questions and issues I had."
Switch to Vodafone went well,"Switched to Vodafone from current broadband provider and upgraded to full fibre 150. Very pleased with the switching and much improved broadband than I previously had. Openreach did the installation, which took some time but was fine."
Tash was very helpful and patient when…,Tash was very helpful and patient when explaining our options to us for upgrade our plans
I have been with Vodafone for 30 years…,"I have been with Vodafone for 30 years but no more, recently moved to Hampshire and the signal is pathetic. I can’t run a business as it is,  tried 3 times to contact them to see if they are going to improve the service and got fobbed off every time. Realised they are only interested in London and big businesses not anyone in the country. Goodbye Vodafone hello 02"
Amazing service from Sergiu and Caleb,"Amazing service from Sergiu and Caleb. Incredibly helpful, friendly and efficient. The best telecom/mobile wxperience I have ever had."
"Thank you, Kyle!","Kyle was super friendly and helpful, got me the best deal possible. 5 star service, would highly recommend 😊"
Happy Customer,"The person who served me there was a very polite and patient girl, she’s name was Fia, who explained everything clearly to me and tried to find and give me the best offers, I’m really thanks to her and her team.Thank you Vodafone"
Lovely staff,"Lovely staff, Nabiha, very helpful and charming!"
Bradley acknowledged I was waiting…,"Bradley acknowledged I was waiting before he was free, (it’s the little things!)Very helpful and understanding and explained things clearly for my generation.I will be back and hope he is still in store."
Nikki and Adam excellent,Nikki and Adam were absolutely phenomenal and went above and beyond to help us staying late on a Friday evening to make sure we got exactly what we needed.
Horrendous to deal with,"Horrendous to deal with. I moved and tried to take broadband with me. Vodafone insisted on a new 2 Yr contract. I was happy with that. However,I have not had any connection since it was set up and spent over 8 hours in 3 days on the phone with them, I went through the process of what was advised, was told it was a connection issue at their end and would be rectified within 45 mins, 1-2hours or whatever they felt like saying- and I would receive a call back- this went on for 3 days. After this I called back asking repeatedly to be transferred to cancellations as within my rights and was refused. I was also refused details of a customer relations, complaints dept phone number, email or postal address as ""there was no need to make a complaint"" Sadly every call was to an overseas agent who point blank refused to deal with my legitimate concerns and the one time I passed the phone to my brother in law the agents attitude transformed as he was now dealing with a male. I went into the local store and whilst the staff at folkestone vodafone are outstanding, friendly and helpful, they were also fobbed off on the phone- I heard them discussing this with incredulous reasons the overseas agents were giving as to why I couldn't cancel.Do not go near this company!"
Brilliant customer experience,"I wanted to switch network providers and Dan was very helpful when I came to Reading store. Not only was he able to talk me through the options, but also made the whole process seamless. His customer service skills are amazing. Thank you for your help!"
Armit gave me good technical help on…,Armit gave me good technical help on transferring my phones
I just want to thank nabiha and arouge for helping…,I just want to thank nabiha for helping me with everything. She is the best and i will be coming back to her again!
Dhruvesh is always very helpful and…,Dhruvesh is always very helpful and always answers my questions
Kartina was Very helpful,Very helpful
Commendation,Your staff Natalia who attended to me was extremely professional and displayed great customer service. She was very patient and helpful.
Great customer service,Was very helpful and helped me with though the process as I’d been having problems online and over the phone. Left happy and with everything I needed. 5 starts for Sabirthan!!
Really happy with the service and…,Really happy with the service and advice I was provided by Richard in store. I will definitely be recommending Richard to my family and friends that are local
Chris was very pleasant and took the…,Chris was very pleasant and took the time to explain our options.
Daniel from the store in white rose…,Daniel from the store in white rose branch was really helpful. He went through my phone contract and my broadband. He got me the best deals that was for my needs. When my phone arrived my transferred it everything over smoothly
Very helpful great experience,"Date of experience: August 16, 2024"
They are expensive and customer service lite on the phone..,"They are expensive, do not reward long customers, deal with problems badly.After 22 years I am ending my association with Vodafone. I have been charged an inflationary price for sim only and mobile internet which I can save 30 pounds a month by switching. When someone hacked my phone and ran up excessive 0800 calls over my monthly contract, Vodafone dealt with it clumsily, restricting my phone access until they received payment on two separate occasions.No apologies were offered when I complained."
Everything explained so well,"Everything explained so well, ended up getting more discount than I thought, very helpful!"
Everything went straight forward the…,Everything went straight forward the staff are amazing very helpful Ata told us about everything very clearly
Helpful Blake in Vodafone Portsmouth!,Blake was very helpful when my husband and I came in after new phones. We were wanting them there and then and he was great telling us about the whole plans and the options we had. It was very helpful and he was great.
I must say I am very pleased all ways…,I must say I am very pleased all ways have been
We couldn’t have asked for a better service.,"We couldn’t have asked for a better service. Kevin was very friendly, patient and efficient. He was extremely helpful in sorting out the problem with our phone. And we also got a good broadband deal with Vodafone."
Adam was very helpful with my Vodafone…,"Adam was very helpful with my Vodafone account, saved me quiet ABIT of money and got me on all the best plans."
josh was nice and kind.,josh was nice and kind.he was listening to my concerns and advise
Came in store to upgrade my phone and…,Came in store to upgrade my phone and Melissa was more than helpful. Got me a good deal for my mobile and broadband.
Tom the assistant manager was amazing…,"Tom the assistant manager was amazing ,he really went out of his way to help.He explained everything, made us made very welcome and comfortable as we were in the shop for a while,brilliant customer service and would highly recommend Tom to family and friends ,vodaphone are lucky to have such great staff"
Rayaan was super helpful today for…,"Rayaan was super helpful today for myself and my elderly mum. He was efficient and helpful despite the waiting time for a few technical issues, patient with mum and explained all the options in a clear way."
Great experience!,Dealt with Glenn at the Hitchin Vodafone branch.  Excellent knowledge and very helpful.  All of the possible permutations were discussed and clearly explained with the best option for me personally chosen in the end.
Steph was great today,"Steph was great today, really nice girl"
Tay is fantasic we have dealt with her…,Tay is fantasic we have dealt with her a few times & remains polite & very helpful always getting the best possible deals.
Natalia was very helpful with my…,Natalia was very helpful with my Vodafone network issue which was solved quickly and efficiently.  10/10
"The man that served me ""Clive"" didn't…","The man that served me ""Clive"" didn't only sort me out with a new sim card for my son, but reduced my monthly bill by changing the tariffs on my existing contracts. Thank you Clive Incredible service."
Excellent service,"Excellent service, thank you Leon."
Went there to get a new phone,"Went there to get a new phone, Aswin helped me a lot to get it through to find a best deal that suits me."
Very helpful found the right phone for…,Very helpful found the right phone for myself.
William gave excellent service,Really good service from will
Amazing service John is very… fabulous service super friendly and his knowledge on all the products is amazing,Amazing service John is very knowledgeable nothing was too much problem
Fantastic store really helped me with…,Fantastic store really helped me with my new phone and data plan. recommended.
Very friendly and helpful,I went into the store as I had a problem with my signal not working on my phone. After a new sim and some troubleshooting all was up and running again. Had a very quick and helpful service and happy with the outcome and the customer service that was provided.
DEENA,EXCELLENT  SERVICE  FROM DEENA
Great service,The service I received today was very helpful and useful. Steve was friendly and knowledgeable. I’m very happy with the new contract.
I’ve been at Vodafone 15 months overall…,I’ve been at Vodafone 15 months overall not really happy with the price rises. There is very little flexibility with their decisions and will definitely be changing provider when the contract is up.
Mansur helped me confirm my direct debit,"Date of experience: August 16, 2024"
My assistant keanon was easy to help me,My assistant keanon was easy to understand & a joy to help me .
Went in for an upgrade and neha was…,Went in for an upgrade and neha was very helpful and explained the whole process to me
Natasha Very helpful good information.,Natasha Very helpful good information.
The worst,The worst! please avoid them to save your money!
Dan in Stroud,"Had very professional service with a phone issue I had. Dan was incredibly helpful and was great, I had a poor experience previously in Cirencester and he has restored my faith in Vodafone. Definitely recommend the shop in Stroud"
Was served by Emma Fantastic service…,Was served by Emma Fantastic service with a smile very professional and took care of my simple  and broadband changes in one stop hassle free.Thank you Scott
Micheal was lovely,Micheal was lovely
Friendly service,"Very nice lady in store, Amy did everything we asked for and more! Could not be happier and saved me some money"
Just been in the Vodafone shop in st…,Just been in the Vodafone shop in st Stephens shopping centre hull to get help to set up my new phone I've just been informed by staff member JOSH who's attitude stinks he's the sort of person with his snide remarks and sniggering shouldn't be working in customer service that they ain't going to offer any help regarding my new contract or phone set up unless I pay them £25 so much for customer service they are a disgrace
She helped me bring the price down for my sim,Am happy with service  Richa provided
Very helpful with all deals sorted out for family,"Mark made it very simple and saved me money , great experience"
Very helpful and hassle free to sort…,Very helpful and hassle free to sort out my WiFi isue
Everything fixed,Everything fixed. Really pleased. Graham fixed it first time
Stopped service for NEO watches,"I want to express my deep dissatisfaction with Vodafone recent decision to discontinue support for NEO Smart Watches. As a customer who invested in this device, which cost me £140, I am dismayed to find that it has now been rendered practically useless.The NEO Smart Watch was marketed as a premium product, designed specifically for children, with features that justified its higher price point. Many of us purchased these devices for our children, expecting them to have access to the advanced functions that were promised, including real-time GPS tracking, calling, and messaging capabilities. These features were key selling points and were integral to our decision to trust Vodafone with our purchase.However, with your decision to cease support, the watch has been reduced to nothing more than a basic, cheap kids’ watch, lacking any of the functionality that distinguished it from far less expensive alternatives. This is incredibly frustrating and feels like a breach of trust between Vodafone and its customers.The discontinuation of service without a viable alternative or compensation is not only disappointing but also feels like a disregard for the customers who have invested in your products. A device that was once valued at £140 is now worth almost nothing, and this abrupt change leaves us with a costly piece of obsolete technology.I urge Vodafone to  offer fair compensation to affected customers. As a long-time customer of Vodafone, I sincerely hope that you will take this complaint seriously and work towards a resolution that reflects the trust and loyalty your customers have placed in your brand."
Store staff were super friendly and…,Store staff were super friendly and helpful. Tried to solve issues for me even though it should've been the technical head team. Kept me informed in an appropriate way and let me know about how things were progressing. Very friendly and helpful staff. Thank you
Excellent friendly service,Excellent friendly serviceAlways informative and helpfulI love visiting the store in chorley
Paul from the store advised us on a new…,Paul from the store advised us on a new broadband package and guided us through changing over and combining the account - super helpful and was great to deal with! Thank you so much
Had problem with my phone,"Had problem with my phone, Plamen had a quick fix, after week trying myself, really happy with his work"
Very helpful and got  what I came  into…,Very helpful and got  what I came  into the shop for
Thank you Amar,Thank you Amar Great experience whilst multi tasking with another customer and making sure we were both looked after …thank you
The worst company out there,"The worst company out there. I can't wait to get to the end of my contract and close my Vodafone account.I live in London yet I never have Internet connection.It's always searching for 5G, ALWAYSI can't walk in a park, or pass by any tree, because even trees are cutting off the Internet connection. What an absolute joke. Worst company ever."
Georgia is Fantastic!,"Georgia is fantastic! I went in to ask her to help me make sense of my bills. I have fibromyalgia and two devices. One for me and one for my son, so trying to navigate my bill on the app is a challenge for me. Georgia went through it all and then offered to upgrade my son's sim which gave us a 50% discount for 6 months and reduced his payment by £5 in 6 months time when the discount ends!! I was thrilled! She is amazing and I always ask for her when I go in for anything. Thanks Georgia!!"
Rob has been excellent in helping me…,Rob has been excellent in helping me source a phone and contract
Kerry is the star of northwich Vodaphone shop…,Kerry is the star of the vodaphone shop in northwich her customer service was exceptional she sorted out my iPhone problems wasn’t phased by anything kept informed as to what she was doing had time to explain kept her patience with how long it took it was a real pleasure to be served by her given the times we are in her service was exceptional and deserves to be called out - Happy Customer from Northwich
Incredible store service,"Visited the store due to technical difficulties, found the A.Manager Mark. He resolved the issues immediately with ease, and went above and beyond! Left the store with a fully working phone, and faster/cheaper broadband than I had started with! Amazing customer service, so friendly, and really felt at ease! Definitely recommend for great service and staff!"
Rose,Rose and her trainee were professional and friendly.  They answered all my questions.
New phone and tech service,Amy was lovely to speak to and did me a new phone and tech service today when picked up.
Jeremías was good at giving the…,Jeremías was good at giving the information I needed
I would give 0 stars If I could,"I would give 0 stars If I could. I'm trying to come away from Vodaphone, my mobile phone contract is ending and I have tried to call and sort, but have been directed to the TOBI online chat. My experience with this the worse customer service experience that I have ever received. From explaining what I wanted and didn't want anything but the process to end my contract, The advisor ""jack"" tried to cross sell and upsell me everything (pay as you go, broadband, media packages) other than giving me my PAC code so I can leave Vodaphone's service. I had to ask him 4 times to stop trying to sell me something other than what I wanted and was very polite about it but it went on and on and the conversation went on and on, which is either a failing with the individual or Vodaphones retention policies. This then ended up with a ""red outage"" which I was told a system wide error and I would have to come back tomorrow. If the advisor had just cut out the up/cross selling when I had asked 5 minutes into the conversation I could have my PAC code and been on my way. Instead I was kept on for 45 minutes where in the outage happened at approx the 30 min mark. This is tantamount to not allowing me to change provider which is compensational by Ofcom. I was promised an option to download the chat, which I then also couldn't. This experience, along with the patchy service, ever increasing yearly prices and clunky app with 0 realistic achievable rewards have made sure I will never give Vodaphone my business ever again and if ever asked I will steer people away from at every opportunity."
Mansur was excellent made the process…,Mansur was excellent made the process quick and easy to understand all information
Emma is always so helpful and sorts me…,Emma is always so helpful and sorts me out with any queries I have😃
PAUL AND RONNIE WERE BOTH FAB,PAUL AND RONNIE WERE BOTH FAB.  EASY PEASY TO GET MY NEW PHONE.  AND I'M DELIGHTED WITH IT TOO. CHEERS
Exactly what we needed,We were looking for a new phone for my mum. She needed simplicity and ease of use. Chris was particularly sensitive to this and explained things very clearly
Helpful and Friendly staff,The two staff that were working where friendly and helpful. The advisor who helped us Maryanne went above and beyond to try and sort our problems out
Thanks for the help Brad!,"I recently visited the Vodafone store and had an outstanding experience, all thanks to Bradley! From the moment I walked in, Bradley greeted me with a friendly smile and was incredibly attentive to my needs. He took the time to understand exactly what I was looking for and provided clear, knowledgeable advice on the best options available.Bradley’s professionalism and patience stood out, especially when he explained the details of different plans and helped me choose the one that suited me best. His expertise made the entire process smooth and hassle-free. I also appreciated how he made sure I was comfortable with everything before finalizing my purchase.Overall, Bradley made what could have been a confusing experience into a straightforward and enjoyable one. I highly recommend visiting this store and asking for Bradley if you need any help with your mobile needs. Excellent service!"
Round and round the customer service…,"Round and round the customer service center, 2 hours waiting times and repeat the issue 10 times to the wrong person, disconnecting lines after 50 mins of waiting. 4 months or waiting for internet to be connected - will a recommend them - umm probably not !!"
Very friendly and knowledgeable staff,"Honestly I had a lovely friendly experience today in Vodafone, the staff made me feel so comfortable and knew the answer to every question I asked. I felt at ease and felt very happy when I left with my new phone! Thank you to the staff who made my experience so great!"
Excellent service from Joy,Excellent service from Joy. Helped someone not up to date with modern technology.
100 pages of 1 star reviews should tell...,"100 pages of 1 star reviews should tell you how bad you're doing, constantly slow when ( should say if!) working, dont care about the issues, and for gods sake, dont give me an automated reply to do nothing!"
The biggest thief is Vodafone…,"The biggest thief is Vodafone…The biggest thief is Vodafone company...I request everyone..You will not enter into a two-year agreement with Vodafone...When I called the customer service, they treated me badly...Internet is very.bad... Vodafone..Every month money is stolen from my account"
Amazing 5 star service,"Both Ahmed and Isaac were spectacular at the Vodafone Manchester Market Street branch - Ahmed gave me an exceptional offer on a SIM only deal that made me leave my current provider immediately. Amazing. Extremely friendly throughout, 5 star service."
Scott was extremely helpful and…,Scott was extremely helpful and thorough. I was under pressure for time and he did not delay me at all
Today I dealt with a young man called…,Today I dealt with a young man called ‘makenzie’ He was absolutely fantastic dealing with the issue I had. He spent over two hours with me today helping me with my new phone and I couldn’t have asked for a better customer service than what I received. He explored every option for me to finally get the result I wanted and needed. I cannot thank Mackenzie enough for what he has done for me today and will remain a happy videophone customer because of him.
Terrible broadband,my home broadband was changed over from sky on the 12th August. I have had issues with speed and coverage since the changeover. I rang customer services and got passed from pillar to post for nearly two hours with no solution other than trying to sell me more equipment or package. I asked to be transferred to cancellations and got cut off twice. All I want is the speed and coverage I pay for.
Gemma was lovely,"Gemma was lovely. The systems were really painfully slow. She couldn't have been nicer or more apologetic. Explained everything clearly and warm, friendly service"
maryanne,Maryanne was very helpful  and friendly knew what she was talking about very friendly and good looking to boot
Lovely staff and got a great deal.,Lovely staff and got a great deal.
Professional and smooth - thanks Yasin!,"Had a great experience in store today thanks to Yasin - he made great recommendations, answered all my questions and was very quick, friendly and professional. In fact, he made my experience in store one of the best I've ever had - thanks again!"
Mahid at the Clapham Junction store has…,"Mahid at the Clapham Junction store has been phenomenal in helping me understand all the different options when buying my new iPhone. He was courteous, patient and helpful. I tend to get a bit flustered with tech but he made the entire process nice and smooth. Special shout out to Josh who was very supportive with extra questions. Can’t recommend them enough."
Great service and advice from Arjun,Great service and advice from Arjun. Patient in regard to selection of phone and plan.Highly recommend!
Leah is very helpful,"Leah is very helpful, friendly and explained everything in details, very patient and couldn’t ask for better customer service. Thank you Leah and wish you could visit Burma soon. xx"
Extremely helpful,"Extremely helpful, above and beyond helpful."
Ahmed was very helpful,"Date of experience: August 15, 2024"
We dealt with Lucie who was extremely…,We dealt with Lucie who was extremely helpful and knowledgeable! We were very impressed with her customer service and would highly recommend.
Great service from ayub in Rochda,Called into Rochdale shop after buying a new phone from Vodafone Manchester but had no sim with new phone. Ayub in Rochdale was fantastic. He sorted everything out even down to getting me a new pin as i had forgotten it. I cannot recommend him enough.
Very helpful,"Very helpful, very greatful for the service youseff, Ali great help, greaf understanding of phone and watches and thanks to youseff for setting my watch up"
Great friendly service,Great friendly service Holly was very helpful & had the patience Of a saint
Great service,Great service and great staff.Jasdeep was extremely helpful and very friendly.
Air plan change,"Gave us plenty of options, very good service"
Very professional and business like…,Very professional and business like patient and understanding.
Went into the cheltenham store today,"Went into the cheltenham store today, and was greeted by friendly members of staff, Alex has sorted out 2 new contracts and has been extremely helpful and kind. Would highly recommend"
Shahin was great,Shahin was great! Full of info and great service. Very straight forward to get what we were looking for.
Brad was very helpful,"Brad was very helpful, and recommend anyone come to Vodafone as they are so good and patient."
Efficient & cheerful,"Date of experience: August 15, 2024"
Brilliant —Eve was amazing,"Brilliant —Eve was amazing, so helpful."
Adam was great,"Adam was great, very knowledgeable."
Jonathan transfered my phone for me…,"Jonathan transfered my phone for me with no bother, will definitely be back when I need a new phone"
Zack was very helpful and he sorted out…,Zack was very helpful and he sorted out my problem
Great help from William,Great help from William. Helped me find a new phone and was very helpful getting stuff off my old phone on to the new phone
Assistant,"Assistant - AmadeoVery helpful, friendly and informative"
Outstanding,Vicky is more than helpful with any problem and is probably one of the best people I have come across when it comes to anything with Vodafone. A real credit to the company
loyalty what a joke…,"I have been with Vodafone for 20 + years, and on going to work today. My screen went blank on my phone, so I decided to upgrade and went to the shop to do so. To my embarrassment, my credit was declined with no explanation, and I was told I could fill in an appeal form, so first I borrowed a phone and called them, to which I was told to try again in November or fill in the form so I emailed the form to my surprise they emailed me back saying they could not confirm my identity I have a passcode to log and pay by direct debit, but they want a copy of my bank statement I don't get the logic give these a miss as loyalty does not exist with them so just applied to some other provider who was more than happy for my business so told Vodafone I was cancelling and all they want is to take more money from my account what they cant verify"
Don't use these WASTERS,These wasters the Terrible Esim that they supply keeps leaving me with not being able to hear anybody. I Complained spent two hours trying to get through was told off customer services that I'd have new esim code sent out 24 hours later still waiting lots of business lost over these clowns.
Habib was lovely so helpful,Habib was lovely so helpful. Has tried to get my broadband installed after a bad experience
Served today by Nathan  Braehead…,Served today by Nathan  Braehead endless patience and fabulous customer service definitely be a customer there in the future.  Thanks Nathan
Ryan was extremely helpful,"Date of experience: August 15, 2024"
"Friendly, efficient, expert and personable.","I find the prospect of any interaction regarding phones, sims, upgrades, top ups, megabytes and the such like a daunting prospect at the best of times. I am not fluent in ‘phone’, have no idea what a megabyte is, nor do I understand the concept of data usage. So my trip this morning to the Vodafone store in St Austell for a data only sim for a TP LINK booster box was nervously made with the recited information I was given to remember. The shop was busy and the two members of staff were serving the customers sat in front of them. Whilst aware of the newly arriving customers, we were told that the wait could be up to 30mins and if a return later would be better to take it or to grab a seat and wait. I chose to wait. I was seen within 15 mins and expertly, efficiently and sympathetically dealt with by Ian. I remembered my script, asked if this made sense and Ian was able to offer me exactly what I needed with further suggestions to perfectly fit my wifi boosting needs. He was aware of the building queues and was professional throughout ‘managing the expectations’ honestly of the new arrivals in the shop. A huge thank you to Ian. I will now be looking to upgrade (I believe the term is) my dramatically aging phone at Vodafone in Exeter when I return from holiday. I’d thoroughly recommend this Vodafone branch."
Richard found an amazing deal for me…,Richard found an amazing deal for me whilst in store today with my upgrade. Very happy with the service I received.
5 star,Finbar moved me from tesco to talk mobile and sorted my tech. Great service
